Weapon,Case,Rarity,Min Wear,Max Wear,Case_1,StatTrak Factory New,StatTrak Minimal Wear,StatTrak Field-Tested,StatTrak Well-Worn,StatTrak Battle-Scarred,Factory New,Minimal Wear,Field-Tested,Well-Worn,Battle-Scarred
M249,System Lock,Mil-Spec Machine Gun,0.00,0.80,Chroma Case,$1.62,$0.82,$0.50,$0.38,$0.30,$0.47,$0.28,$0.18,$0.18,$0.15
M249,Magma,Mil-Spec Machine Gun,0.00,0.70,Winter Offensive Weapon Case,$2.47,$1.89,$1.64,$1.49,$1.29,$1.26,$0.96,$0.93,$1.23,$0.86
Negev,dev_texture,Restricted Machine Gun,0.00,0.65,Snakebite Case,$3.34,$1.27,$0.43,$0.48,$0.46,$1.34,$0.55,$0.23,$0.25,$0.25
Negev,Lionfish,Restricted Machine Gun,0.00,0.55,Clutch Case,$3.65,$1.26,$0.63,$0.54,$0.62,$1.26,$0.57,$0.29,$0.27,$0.28
Negev,Power Loader,Restricted Machine Gun,0.00,1.00,Revolver Case,$28.63,$10.31,$3.88,$2.61,$1.73,$5.94,$2.35,$1.03,$0.61,$0.65
Negev,Loudmouth,Restricted Machine Gun,0.14,0.65,Falchion Case,Not Possible,$30.63,$1.44,$1.89,$1.22,Not Possible,$5.47,$0.69,$0.60,$0.66
Negev,Drop Me,Mil-Spec Machine Gun,0.00,1.00,Recoil Case,$1.09,$0.29,$0.14,$0.11,$0.11,$0.25,$0.12,$0.07,$0.07,$0.07
Negev,Ultralight,Mil-Spec Machine Gun,0.00,0.79,Fracture Case,$0.85,$0.25,$0.12,$0.11,$0.11,$0.20,$0.11,$0.07,$0.07,$0.07
Negev,Prototype,Mil-Spec Machine Gun,0.00,0.70,Prisma 2 Case,$1.07,$0.34,$0.12,$0.19,$0.12,$0.23,$0.12,$0.07,$0.07,$0.07
Negev,Dazzle,Mil-Spec Machine Gun,0.10,0.65,Gamma 2 Case,Not Possible,$1.30,$0.12,$0.31,$0.11,Not Possible,$0.30,$0.09,$0.09,$0.08
Negev,Man-o'-war,Mil-Spec Machine Gun,0.10,0.20,Chroma 2 Case,Not Possible,$0.46,$0.31,Not Possible,Not Possible,Not Possible,$0.12,$0.11,Not Possible,Not Possible
Negev,Bratatat,Mil-Spec Machine Gun,0.00,1.00,eSports 2014 Summer Case,$29.59,$4.60,$1.99,$1.44,$1.27,$8.24,$2.07,$2.08,$1.17,$1.31
Negev,Desert-Strike,Mil-Spec Machine Gun,0.00,0.50,Operation Breakout Weapon Case,$0.83,$0.52,$0.26,$0.28,$0.25,$0.23,$0.14,$0.09,$0.17,$0.08
Negev,Terrain,Mil-Spec Machine Gun,0.00,0.45,Operation Phoenix Weapon Case,$1.26,$0.80,$0.46,$0.86,Not Possible,$0.46,$0.34,$0.25,$0.25,Not Possible
AK-47,Head Shot,Covert Rifle,0.00,1.00,Revolution Case,$297.89,$98.29,$48.82,$32.16,$29.50,$88.98,$38.88,$18.51,$11.57,$9.17
AK-47,Nightwish,Covert Rifle,0.00,1.00,Dreams & Nightmares Case,$235.00,$73.42,$32.72,$23.35,$17.79,$86.07,$27.75,$12.12,$8.94,$6.55
AK-47,Leet Museo,Covert Rifle,0.00,0.65,Operation Riptide Case,$214.86,$109.87,$59.80,$77.94,$56.51,$59.84,$29.09,$17.75,$20.53,$18.00
AK-47,Legion of Anubis,Covert Rifle,0.00,0.70,Fracture Case,$73.27,$41.46,$23.00,$31.77,$16.86,$21.00,$11.79,$7.66,$8.48,$6.23
AK-47,Asiimov,Covert Rifle,0.05,0.70,Danger Zone Case,$699.26,$129.00,$59.03,$82.14,$51.75,$240.18,$51.75,$28.93,$28.06,$22.27
AK-47,Neon Rider,Covert Rifle,0.00,0.80,Horizon Case,$413.42,$180.45,$80.00,$100.74,$57.88,$152.00,$69.93,$35.20,$33.86,$26.42
AK-47,The Empress,Covert Rifle,0.00,1.00,Spectrum 2 Case,$491.69,$180.56,$95.19,$73.39,$64.44,$149.57,$55.68,$33.71,$26.42,$23.61
AK-47,Bloodsport,Covert Rifle,0.00,0.45,Spectrum Case,$358.94,$244.50,$201.51,$230.00,Not Possible,$148.24,$114.67,$99.74,$98.38,Not Possible
AK-47,Neon Revolution,Covert Rifle,0.00,0.80,Gamma 2 Case,$202.72,$74.15,$42.90,$60.00,$38.93,$62.80,$26.98,$15.35,$20.93,$14.49
AK-47,Fuel Injector,Covert Rifle,0.00,1.00,Operation Wildfire Case,"$1,168.40",$650.00,$371.27,$250.67,$208.08,$581.35,$260.68,$178.20,$132.71,$102.92
AK-47,Aquamarine Revenge,Covert Rifle,0.00,1.00,Falchion Case,$301.18,$179.99,$87.91,$60.07,$48.00,$97.80,$58.04,$31.97,$21.12,$20.31
AK-47,Wasteland Rebel,Covert Rifle,0.05,0.70,Operation Vanguard Weapon Case,No Recent Price,$200.14,$99.77,$136.90,$103.08,$290.78,$44.97,$26.39,$40.66,$26.42
AK-47,Jaguar,Covert Rifle,0.00,1.00,eSports 2014 Summer Case,$699.00,$259.99,$140.89,$112.96,$110.00,$235.47,$60.40,$37.26,$31.40,$31.83
AK-47,Vulcan,Covert Rifle,0.00,0.90,Huntsman Weapon Case,No Recent Price,$964.98,$437.00,$284.60,$201.87,"$1,000.00",$562.93,$267.67,$158.76,$95.82
AK-47,Fire Serpent,Covert Rifle,0.06,0.76,Operation Bravo Case,No Recent Price,No Recent Price,No Recent Price,No Recent Price,No Recent Price,No Recent Price,"$1,807.04","$1,067.79",No Recent Price,$652.05
AK-47,Ice Coaled,Classified Rifle,0.00,0.77,Recoil Case,$66.37,$29.99,$15.71,$16.00,$13.31,$21.90,$12.77,$7.27,$6.87,$5.29
AK-47,Phantom Disruptor,Classified Rifle,0.00,0.65,Prisma 2 Case,$40.54,$19.20,$11.50,$14.75,$10.95,$10.97,$6.48,$4.06,$5.08,$3.94
AK-47,Point Disarray,Classified Rifle,0.00,0.67,Revolver Case,$95.29,$43.04,$27.41,$33.62,$30.59,$27.57,$15.08,$9.40,$11.66,$8.70
AK-47,Frontside Misty,Classified Rifle,0.02,0.87,Shadow Case,$207.01,$68.81,$32.43,$33.67,$27.30,$65.00,$25.00,$12.69,$11.45,$9.82
AK-47,Cartel,Classified Rifle,0.00,0.75,Chroma Case,$78.09,$45.40,$29.22,$45.70,$29.99,$23.48,$12.00,$8.20,$12.34,$7.97
AK-47,Redline,Classified Rifle,0.10,0.70,Operation Phoenix Weapon Case,Not Possible,$268.31,$46.00,$40.29,$27.57,Not Possible,$89.21,$17.87,$14.50,$13.65
AK-47,Case Hardened,Classified Rifle,0.00,1.00,CS:GO Weapon Case,"$1,478.49",$752.30,$629.71,$570.63,$460.00,$489.49,$327.66,$284.75,$239.29,$217.81
AK-47,Red Laminate,Classified Rifle,0.06,0.80,eSports 2013 Case,No Recent Price,$312.13,$169.08,$162.08,$143.60,$719.45,$75.57,$42.00,$44.08,$49.12
AK-47,Slate,Restricted Rifle,0.00,1.00,Snakebite Case,$39.79,$13.05,$8.00,$7.20,$7.61,$8.56,$3.51,$2.12,$1.81,$1.79
AK-47,Rat Rod,Restricted Rifle,0.00,1.00,Shattered Web Case,$33.93,$17.04,$10.17,$10.92,$10.70,$11.57,$5.31,$3.25,$3.13,$3.11
AK-47,Orbit Mk01,Restricted Rifle,0.00,0.55,Operation Hydra Case,$75.01,$48.30,$34.47,$44.91,$44.46,$22.48,$14.53,$10.92,$14.30,$11.87
AK-47,Blue Laminate,Restricted Rifle,0.02,0.40,eSports 2013 Winter Case,$44.75,$27.61,$26.69,$33.00,Not Possible,$13.41,$10.43,$9.78,$12.85,Not Possible
AK-47,Uncharted,Mil-Spec Rifle,0.00,0.75,Prisma Case,$5.80,$2.27,$1.74,$2.77,$1.80,$1.08,$0.40,$0.25,$0.52,$0.24
AK-47,Elite Build,Mil-Spec Rifle,0.00,1.00,Chroma 2 Case,$27.54,$6.50,$4.02,$2.79,$2.87,$5.54,$1.84,$1.04,$0.70,$0.72
AUG,Chameleon,Covert Rifle,0.00,0.50,Operation Phoenix Weapon Case,$28.94,$14.50,$12.89,$13.08,$14.40,$5.66,$3.51,$3.01,$3.26,$4.21
AUG,Death by Puppy,Classified Rifle,0.00,0.40,CS20 Case,$30.67,$16.10,$10.36,$14.42,Not Possible,$12.00,$6.90,$5.31,$6.49,Not Possible
AUG,Momentum,Classified Rifle,0.05,1.00,Prisma Case,$101.81,$15.53,$5.00,$4.14,$3.22,$24.05,$6.05,$1.79,$1.33,$1.24
AUG,Stymphalian,Classified Rifle,0.00,0.63,Clutch Case,$18.00,$6.23,$2.64,$3.07,$2.57,$7.27,$3.14,$1.50,$1.49,$1.43
AUG,Syd Mead,Classified Rifle,0.00,0.80,Gamma 2 Case,$26.29,$8.67,$3.77,$4.41,$3.50,$8.20,$3.45,$1.61,$3.00,$1.38
AUG,Fleet Flock,Classified Rifle,0.00,1.00,Chroma 3 Case,$32.16,$9.27,$4.48,$3.56,$3.72,$9.50,$4.07,$2.25,$1.80,$1.80
AUG,Bengal Tiger,Classified Rifle,0.06,0.80,eSports 2014 Summer Case,$124.68,$26.22,$13.36,$14.46,$11.98,$55.25,$8.81,$5.40,$5.26,$5.14
AUG,Arctic Wolf,Restricted Rifle,0.00,0.70,Shattered Web Case,$26.45,$12.00,$5.01,$8.97,$2.72,$6.26,$3.45,$1.84,$1.96,$1.42
AUG,Aristocrat,Restricted Rifle,0.00,0.66,Gamma Case,$6.96,$3.53,$1.35,$2.42,$1.53,$2.12,$0.92,$0.50,$0.58,$0.46
AUG,Torque,Restricted Rifle,0.00,0.50,Huntsman Weapon Case,$18.60,$14.23,$12.37,$11.86,$11.62,$10.65,$8.05,$7.85,$7.28,$7.28
AUG,Plague,Mil-Spec Rifle,0.00,0.76,Operation Riptide Case,$5.06,$2.41,$0.81,$1.10,$0.80,$1.53,$0.89,$0.39,$0.41,$0.35
AUG,Tom Cat,Mil-Spec Rifle,0.00,0.80,Prisma 2 Case,$1.63,$0.42,$0.12,$0.41,$0.12,$0.28,$0.12,$0.08,$0.08,$0.07
AUG,Amber Slipstream,Mil-Spec Rifle,0.00,0.55,Horizon Case,$1.23,$0.65,$0.29,$0.36,$0.25,$0.35,$0.21,$0.14,$0.12,$0.14
AUG,Triqua,Mil-Spec Rifle,0.00,1.00,Spectrum 2 Case,$3.14,$0.36,$0.16,$0.12,$0.12,$0.35,$0.12,$0.08,$0.07,$0.07
AUG,Ricochet,Mil-Spec Rifle,0.00,0.80,Revolver Case,$3.31,$1.03,$0.34,$1.68,$0.19,$0.81,$0.25,$0.09,$0.20,$0.08
AUG,Wings,Mil-Spec Rifle,0.00,0.14,CS:GO Weapon Case,$21.76,$25.19,Not Possible,Not Possible,Not Possible,$22.02,$21.19,Not Possible,Not Possible,Not Possible
AWP,Chromatic Aberration,Covert Sniper Rifle,0.00,0.70,Recoil Case,$73.42,$42.50,$18.89,$31.67,$18.33,$23.48,$15.37,$8.11,$9.29,$6.22
AWP,Containment Breach,Covert Sniper Rifle,0.00,1.00,Shattered Web Case,"$1,782.50",$431.51,$210.00,$153.90,$107.03,$459.81,$163.66,$93.09,$60.00,$45.77
AWP,Wildfire,Covert Sniper Rifle,0.01,0.70,CS20 Case,$440.77,$219.00,$107.92,$118.81,$80.39,$161.53,$91.83,$56.00,$50.00,$33.97
AWP,Neo-Noir,Covert Sniper Rifle,0.00,0.50,Danger Zone Case,$104.00,$72.49,$55.00,$52.63,$54.16,$37.06,$28.81,$23.47,$23.50,$22.50
AWP,Oni Taiji,Covert Sniper Rifle,0.00,0.50,Operation Hydra Case,"$1,079.48",$765.74,$680.00,$479.62,No Recent Price,$641.51,$502.69,$336.76,$278.00,$245.00
AWP,Hyper Beast,Covert Sniper Rifle,0.00,1.00,Falchion Case,$415.05,$159.00,$80.75,$68.46,$67.56,$120.00,$60.00,$33.00,$23.37,$20.97
AWP,Man-o'-war,Covert Sniper Rifle,0.10,0.20,Chroma Case,Not Possible,$84.00,$87.36,Not Possible,Not Possible,Not Possible,$37.60,$35.55,Not Possible,Not Possible
AWP,Asiimov,Covert Sniper Rifle,0.18,1.00,Operation Phoenix Weapon Case,Not Possible,Not Possible,$304.93,$228.34,$156.89,Not Possible,Not Possible,$154.99,$103.76,$85.16
AWP,Lightning Strike,Covert Sniper Rifle,0.00,0.08,CS:GO Weapon Case,"$1,499.90",No Recent Price,Not Possible,Not Possible,Not Possible,$691.31,$881.31,Not Possible,Not Possible,Not Possible
AWP,Duality,Classified Sniper Rifle,0.00,0.70,Revolution Case,$55.97,$22.86,$11.57,$16.56,$11.38,$16.40,$8.20,$4.05,$4.96,$3.48
AWP,Mortis,Classified Sniper Rifle,0.00,0.64,Clutch Case,$18.53,$7.66,$4.50,$7.24,$6.45,$6.93,$3.19,$1.54,$2.37,$1.50
AWP,Fever Dream,Classified Sniper Rifle,0.00,0.55,Spectrum Case,$36.50,$24.10,$16.99,$20.82,$16.82,$13.80,$10.29,$8.10,$7.65,$7.15
AWP,Elite Build,Classified Sniper Rifle,0.00,1.00,Operation Wildfire Case,$87.87,$45.62,$24.99,$23.85,$22.49,$38.27,$21.66,$14.65,$13.92,$12.39
AWP,Corticera,Classified Sniper Rifle,0.06,0.30,eSports 2014 Summer Case,$131.04,$39.33,$34.13,Not Possible,Not Possible,$45.82,$14.64,$13.22,Not Possible,Not Possible
AWP,Redline,Classified Sniper Rifle,0.10,0.40,Winter Offensive Weapon Case,Not Possible,$160.00,$80.10,$136.90,Not Possible,Not Possible,$66.38,$39.00,$57.21,Not Possible
AWP,Electric Hive,Classified Sniper Rifle,0.00,0.40,eSports 2013 Winter Case,$123.00,$102.00,$60.00,$122.47,Not Possible,$68.68,$42.22,$33.52,$43.82,Not Possible
AWP,Graphite,Classified Sniper Rifle,0.00,0.12,Operation Bravo Case,$489.34,$438.07,Not Possible,Not Possible,Not Possible,$180.00,$188.92,Not Possible,Not Possible,Not Possible
AWP,BOOM,Classified Sniper Rifle,0.06,0.28,eSports 2013 Case,"$1,152.13",$257.53,$219.16,Not Possible,Not Possible,$466.99,$106.00,$92.83,Not Possible,Not Possible
AWP,Exoskeleton,Restricted Sniper Rifle,0.00,1.00,Operation Broken Fang Case,$37.00,$9.79,$4.57,$4.51,$4.60,$8.25,$3.88,$2.66,$2.07,$1.84
AWP,Atheris,Restricted Sniper Rifle,0.00,1.00,Prisma Case,$43.32,$15.38,$7.50,$5.43,$4.90,$13.00,$5.66,$2.41,$1.61,$1.54
AWP,PAW,Restricted Sniper Rifle,0.00,0.50,Horizon Case,$15.70,$7.61,$3.71,$5.14,$6.15,$4.29,$2.41,$1.30,$1.40,$1.41
AWP,Phobos,Restricted Sniper Rifle,0.00,0.40,Gamma Case,$6.99,$3.84,$3.22,$12.69,Not Possible,$2.07,$1.03,$0.86,$3.13,Not Possible
AWP,Worm God,Restricted Sniper Rifle,0.00,0.45,Chroma 2 Case,$7.40,$4.67,$3.68,$6.55,Not Possible,$2.70,$1.75,$1.32,$1.49,Not Possible
AWP,Capillary,Mil-Spec Sniper Rifle,0.05,0.70,Prisma 2 Case,$10.07,$1.55,$0.82,$1.41,$0.87,$1.90,$0.37,$0.14,$0.25,$0.13
FAMAS,Commemoration,Covert Rifle,0.00,0.50,CS20 Case,$81.05,$46.01,$33.35,$53.70,$37.78,$21.74,$14.12,$12.36,$12.71,$13.63
FAMAS,Roll Cage,Covert Rifle,0.00,1.00,Gamma 2 Case,$109.21,$17.78,$8.16,$6.95,$6.36,$18.66,$5.59,$2.89,$2.14,$2.02
FAMAS,Rapid Eye Movement,Classified Rifle,0.00,1.00,Dreams & Nightmares Case,$20.93,$6.39,$2.72,$2.23,$2.13,$8.13,$3.28,$1.44,$1.26,$1.24
FAMAS,Eye of Athena,Classified Rifle,0.00,0.70,Horizon Case,$34.09,$16.96,$7.65,$8.62,$6.72,$13.13,$6.09,$4.02,$3.93,$4.15
FAMAS,Mecha Industries,Classified Rifle,0.00,0.50,Glove Case,$20.75,$12.37,$7.04,$7.13,$6.86,$8.19,$5.00,$3.36,$3.06,$3.01
FAMAS,Djinn,Classified Rifle,0.00,1.00,Chroma 2 Case,$41.53,$13.50,$5.65,$5.41,$4.89,$12.49,$5.00,$2.61,$2.24,$2.23
FAMAS,Afterimage,Classified Rifle,0.02,0.40,eSports 2013 Winter Case,$59.98,$45.14,$29.27,$28.37,Not Possible,$65.40,$30.63,$29.00,$62.96,Not Possible
FAMAS,ZX Spectron,Restricted Rifle,0.00,1.00,Operation Riptide Case,$23.50,$8.54,$3.19,$2.57,$2.62,$7.68,$2.76,$1.40,$1.11,$1.15
FAMAS,Valence,Restricted Rifle,0.00,0.80,Operation Wildfire Case,$18.55,$8.05,$3.96,$4.48,$3.91,$6.59,$3.33,$2.38,$2.39,$1.92
FAMAS,Neural Net,Restricted Rifle,0.00,0.60,Falchion Case,$5.87,$3.27,$1.49,$2.11,$1.42,$1.86,$1.11,$0.70,$0.74,$0.76
FAMAS,Sergeant,Restricted Rifle,0.10,1.00,Operation Phoenix Weapon Case,Not Possible,$12.54,$3.75,$4.16,$3.15,Not Possible,$4.79,$2.20,$1.96,$1.58
FAMAS,Pulse,Restricted Rifle,0.00,0.40,Winter Offensive Weapon Case,$15.73,$13.50,$12.39,$15.58,Not Possible,$7.36,$6.11,$5.77,$8.32,Not Possible
FAMAS,Meow 36,Mil-Spec Rifle,0.00,1.00,Recoil Case,$1.77,$0.34,$0.14,$0.12,$0.12,$0.34,$0.13,$0.08,$0.07,$0.07
FAMAS,Decommissioned,Mil-Spec Rifle,0.00,1.00,CS20 Case,$2.94,$0.47,$0.21,$0.16,$0.15,$0.49,$0.14,$0.15,$0.10,$0.09
FAMAS,Crypsis,Mil-Spec Rifle,0.00,0.55,Prisma Case,$1.85,$0.77,$0.29,$0.29,$0.24,$0.51,$0.24,$0.13,$0.14,$0.11
FAMAS,Macabre,Mil-Spec Rifle,0.00,0.60,Operation Hydra Case,$6.16,$5.03,$4.11,$4.14,$3.91,$3.26,$2.72,$4.00,$3.26,$2.43
FAMAS,Survivor Z,Mil-Spec Rifle,0.00,0.60,Shadow Case,$1.89,$1.07,$0.51,$1.03,$0.54,$0.54,$0.35,$0.15,$0.21,$0.12
FAMAS,Hexane,Mil-Spec Rifle,0.00,0.40,CS:GO Weapon Case 2,$9.51,$7.70,$6.57,$6.44,Not Possible,$6.91,$5.63,$5.25,$6.03,Not Possible
FAMAS,Doomkitty,Mil-Spec Rifle,0.08,0.22,eSports 2013 Case,Not Possible,$4.15,$3.94,Not Possible,Not Possible,Not Possible,$4.02,$3.95,Not Possible,Not Possible
G3SG1,The Executioner,Classified Sniper Rifle,0.14,0.85,Revolver Case,Not Possible,$67.91,$3.77,$3.13,$3.24,Not Possible,$12.99,$1.65,$1.34,$1.42
G3SG1,Flux,Classified Sniper Rifle,0.00,0.90,Shadow Case,$69.39,$40.97,$18.60,$12.89,$14.09,$23.99,$12.58,$7.72,$6.69,$5.26
G3SG1,Dream Glade,Restricted Sniper Rifle,0.00,1.00,Dreams & Nightmares Case,$3.81,$1.09,$0.42,$0.38,$0.37,$1.29,$0.48,$0.23,$0.25,$0.23
G3SG1,Scavenger,Restricted Sniper Rifle,0.00,0.65,Danger Zone Case,$4.18,$1.80,$0.95,$0.87,$0.83,$1.39,$0.78,$0.48,$0.54,$0.50
G3SG1,High Seas,Restricted Sniper Rifle,0.00,0.70,Horizon Case,$7.61,$3.49,$1.50,$1.81,$1.16,$2.99,$1.47,$0.78,$0.61,$0.51
G3SG1,Stinger,Restricted Sniper Rifle,0.00,0.70,Glove Case,$3.70,$1.70,$0.72,$0.66,$0.54,$1.27,$0.65,$0.36,$0.57,$0.28
G3SG1,Keeping Tabs,Mil-Spec Sniper Rifle,0.00,0.70,Operation Riptide Case,$3.76,$2.50,$0.80,$0.47,$0.38,$1.34,$0.76,$0.37,$0.28,$0.31
G3SG1,Digital Mesh,Mil-Spec Sniper Rifle,0.00,0.80,Operation Broken Fang Case,$2.42,$1.23,$0.42,$0.40,$0.35,$0.96,$0.57,$0.52,$0.49,$0.41
G3SG1,Black Sand,Mil-Spec Sniper Rifle,0.00,0.80,Shattered Web Case,$3.15,$1.99,$0.75,$1.74,$0.82,$1.65,$1.03,$1.10,$1.45,$1.08
G3SG1,Hunter,Mil-Spec Sniper Rifle,0.00,1.00,Spectrum 2 Case,$1.16,$0.34,$0.19,$0.11,$0.11,$0.28,$0.13,$0.09,$0.07,$0.07
G3SG1,Ventilator,Mil-Spec Sniper Rifle,0.00,0.45,Gamma 2 Case,$0.92,$0.28,$0.13,$0.15,Not Possible,$0.23,$0.11,$0.08,$0.07,Not Possible
G3SG1,Orange Crash,Mil-Spec Sniper Rifle,0.00,0.52,Chroma 3 Case,$1.10,$0.41,$0.15,$0.18,$0.15,$0.25,$0.12,$0.08,$0.08,$0.08
G3SG1,Murky,Mil-Spec Sniper Rifle,0.00,0.25,Operation Vanguard Weapon Case,$2.49,$2.04,$1.29,Not Possible,Not Possible,$0.64,$0.55,$0.46,Not Possible,Not Possible
G3SG1,Azure Zebra,Mil-Spec Sniper Rifle,0.00,0.28,eSports 2013 Winter Case,$6.10,$4.99,$4.77,Not Possible,Not Possible,$1.62,$1.40,$1.45,Not Possible,Not Possible
G3SG1,Demeter,Mil-Spec Sniper Rifle,0.06,0.80,Operation Bravo Case,$67.91,$8.48,$6.70,$6.87,$6.28,$18.43,$8.65,$8.05,$7.66,$6.33
Galil AR,Chatterbox,Covert Rifle,0.35,0.85,Chroma Case,Not Possible,Not Possible,$559.27,$73.14,$36.87,Not Possible,Not Possible,$79.95,$15.11,$8.06
Galil AR,Chromatic Aberration,Classified Rifle,0.00,1.00,Snakebite Case,$35.69,$10.51,$4.49,$3.48,$3.07,$10.06,$3.98,$1.78,$1.29,$1.27
Galil AR,Sugar Rush,Classified Rifle,0.00,0.55,Operation Hydra Case,$219.23,No Recent Price,$106.35,$181.81,$106.76,$77.71,$55.00,$49.33,$50.30,$46.62
Galil AR,Eco,Classified Rifle,0.10,0.85,Chroma 2 Case,Not Possible,$79.70,$9.00,$6.00,$5.75,Not Possible,$34.50,$4.33,$3.06,$2.89
Galil AR,Connexion,Restricted Rifle,0.00,0.80,Fracture Case,$4.48,$1.78,$0.74,$0.92,$0.52,$1.51,$0.77,$0.37,$0.30,$0.26
Galil AR,Signal,Restricted Rifle,0.00,0.50,Danger Zone Case,$3.99,$2.10,$1.15,$1.78,$1.08,$1.38,$0.78,$0.50,$0.46,$0.46
Galil AR,Crimson Tsunami,Restricted Rifle,0.00,0.55,Spectrum Case,$8.89,$5.54,$2.85,$2.85,$2.58,$3.04,$1.80,$1.47,$1.69,$1.40
Galil AR,Firefight,Restricted Rifle,0.00,1.00,Chroma 3 Case,$8.78,$2.49,$0.83,$0.62,$0.55,$2.24,$0.75,$0.36,$0.27,$0.25
Galil AR,Stone Cold,Restricted Rifle,0.00,0.90,Shadow Case,$27.57,$8.39,$3.72,$4.00,$2.76,$7.65,$3.16,$1.54,$1.49,$1.00
Galil AR,Orange DDPAT,Restricted Rifle,0.06,0.80,eSports 2013 Case,No Recent Price,$43.37,$24.76,$21.07,$24.97,$78.74,$21.00,$13.50,$13.80,$15.98
Galil AR,Destroyer,Mil-Spec Rifle,0.00,0.70,Recoil Case,$0.99,$0.37,$0.15,$0.21,$0.15,$0.23,$0.13,$0.08,$0.07,$0.07
Galil AR,Vandal,Mil-Spec Rifle,0.00,1.00,Operation Broken Fang Case,$5.77,$1.28,$0.57,$0.35,$0.36,$1.20,$0.55,$0.53,$0.41,$0.42
Galil AR,Akoben,Mil-Spec Rifle,0.00,0.75,Prisma Case,$1.80,$0.83,$0.28,$0.98,$0.26,$0.55,$0.28,$0.16,$0.25,$0.15
Galil AR,Black Sand,Mil-Spec Rifle,0.00,1.00,Glove Case,$3.53,$0.62,$0.27,$0.23,$0.24,$0.51,$0.15,$0.10,$0.09,$0.08
Galil AR,Rocket Pop,Mil-Spec Rifle,0.00,1.00,Falchion Case,$20.28,$4.27,$1.52,$0.93,$0.74,$7.63,$2.35,$0.96,$0.46,$0.28
Galil AR,Kami,Mil-Spec Rifle,0.00,0.60,Huntsman Weapon Case,$7.20,$3.05,$1.79,$2.04,$1.61,$3.26,$2.78,$2.57,$2.10,$2.68
Galil AR,Blue Titanium,Mil-Spec Rifle,0.00,0.04,eSports 2013 Winter Case,$9.33,Not Possible,Not Possible,Not Possible,Not Possible,$3.63,Not Possible,Not Possible,Not Possible,Not Possible
Galil AR,Sandstorm,Mil-Spec Rifle,0.10,0.60,Winter Offensive Weapon Case,Not Possible,$5.59,$1.63,$2.42,$1.46,Not Possible,$3.12,$1.00,$1.19,$1.31
Galil AR,Shattered,Mil-Spec Rifle,0.06,0.80,Operation Bravo Case,$114.82,$9.50,$6.23,$6.21,$6.64,$32.70,$7.65,$7.59,$7.33,$6.90
M4A1-S,Printstream,Covert Rifle,0.00,0.80,Operation Broken Fang Case,"$1,194.85",$549.99,$313.97,$302.27,$212.72,$489.49,$272.71,$188.79,$166.75,$117.72
M4A1-S,Player Two,Covert Rifle,0.00,0.84,Prisma 2 Case,$276.70,$112.44,$54.79,$66.71,$40.19,$107.82,$51.88,$24.73,$24.10,$15.56
M4A1-S,Mecha Industries,Covert Rifle,0.00,0.80,Gamma Case,$262.06,$113.34,$71.00,$83.84,$61.43,$83.00,$48.32,$30.07,$41.14,$22.34
M4A1-S,Chantico's Fire,Covert Rifle,0.00,0.99,Chroma 3 Case,$442.35,$120.47,$64.44,$47.73,$48.07,$131.44,$49.08,$25.56,$18.03,$15.79
M4A1-S,Golden Coil,Covert Rifle,0.00,1.00,Shadow Case,$499.99,$245.77,$138.53,$108.56,$85.64,$195.90,$91.51,$59.98,$40.44,$36.42
M4A1-S,Hyper Beast,Covert Rifle,0.00,1.00,Chroma 2 Case,$566.75,$169.76,$69.30,$48.32,$42.38,$163.20,$52.85,$23.54,$16.80,$13.92
M4A1-S,Cyrex,Covert Rifle,0.00,0.50,Operation Breakout Weapon Case,$138.01,$95.00,$57.19,$54.21,$56.67,$37.76,$26.29,$18.80,$19.45,$18.80
M4A1-S,Nightmare,Classified Rifle,0.00,1.00,Horizon Case,$143.75,$56.95,$26.29,$18.63,$16.60,$45.83,$19.98,$9.98,$7.45,$6.71
M4A1-S,Leaded Glass,Classified Rifle,0.00,0.70,Spectrum 2 Case,$38.33,$19.98,$13.22,$17.38,$13.13,$12.58,$6.92,$4.72,$6.23,$4.40
M4A1-S,Decimator,Classified Rifle,0.00,0.85,Spectrum Case,$120.75,$58.22,$34.27,$37.56,$34.58,$40.41,$21.93,$13.00,$15.04,$10.92
M4A1-S,Atomic Alloy,Classified Rifle,0.00,0.90,Huntsman Weapon Case,$181.66,$95.45,$51.88,$44.46,$43.67,$87.90,$48.71,$36.65,$33.24,$33.53
M4A1-S,Guardian,Classified Rifle,0.00,0.50,Winter Offensive Weapon Case,$116.24,$88.47,$75.04,$66.85,$63.97,$31.77,$23.88,$20.41,$20.12,$23.63
M4A1-S,Emphorosaur-S,Restricted Rifle,0.00,0.80,Revolution Case,$14.23,$5.59,$2.53,$4.38,$2.50,$3.65,$1.61,$0.69,$1.03,$0.53
M4A1-S,Night Terror,Restricted Rifle,0.00,0.70,Dreams & Nightmares Case,$8.94,$3.88,$2.72,$5.57,$6.95,$1.73,$0.81,$0.47,$1.40,$2.00
M4A1-S,Flashback,Restricted Rifle,0.00,1.00,Glove Case,$19.29,$6.83,$3.18,$2.84,$3.11,$3.12,$0.95,$0.48,$0.48,$0.46
M4A1-S,Basilisk,Restricted Rifle,0.00,0.68,Operation Vanguard Weapon Case,$50.65,$26.82,$17.99,$24.95,$19.12,$13.37,$7.21,$5.37,$8.43,$5.99
